CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,IncomeCategory,AgeGroup,ProdTaken
301687,32.0,0,1,11.0,1,1,3,3.0,0,4.0,2,3.0,0,3,1,1.0,1,17718.0,1,1,0
301688,35.0,1,3,7.0,1,1,4,5.0,3,3.0,0,3.0,1,1,1,2.0,3,25761.0,2,1,0
301689,50.0,1,1,12.0,1,1,4,4.0,1,3.0,0,4.0,0,3,0,1.0,2,25329.0,2,3,0
301690,30.0,0,1,17.0,2,0,3,5.0,0,3.0,3,3.0,0,4,1,1.0,1,25301.0,2,1,1
301691,39.0,0,3,27.0,2,0,2,5.0,1,3.0,1,7.0,0,5,0,0.0,2,20736.0,1,2,0
301692,20.0,1,3,27.0,3,1,2,1.0,0,3.0,2,2.0,0,3,1,1.0,1,17678.0,1,0,0
301693,43.0,1,1,20.0,2,1,3,3.0,4,5.0,0,7.0,0,5,1,0.0,0,32159.0,2,2,0
301694,32.0,1,3,14.0,1,0,3,4.0,1,4.0,1,2.0,1,1,1,2.0,2,20228.0,1,1,0
301695,56.0,1,1,27.0,1,1,3,4.0,1,3.0,0,5.0,1,2,1,2.0,2,24093.0,1,4,0
301696,28.0,1,1,12.0,2,0,3,4.0,0,4.0,2,3.0,1,3,0,2.0,1,21156.0,1,1,0
301697,29.0,0,1,16.0,2,0,2,4.0,0,3.0,3,2.0,0,4,1,0.0,1,21623.0,1,1,1
301698,33.0,0,1,7.0,2,1,4,4.0,0,3.0,1,2.0,0,5,1,1.0,1,20992.0,1,1,0
301699,36.0,1,3,10.0,2,1,4,4.0,3,3.0,1,8.0,0,5,0,2.0,3,26501.0,2,2,0
301700,35.0,1,3,13.0,2,1,3,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17404.0,1,1,0
301701,22.0,0,1,22.0,3,1,3,2.0,0,3.0,1,2.0,1,3,0,0.0,1,17935.0,1,0,0
301702,31.0,1,3,7.0,2,1,4,5.0,1,5.0,1,3.0,0,4,1,2.0,2,28392.0,2,1,1
301703,35.0,1,1,36.0,3,1,3,4.0,1,3.0,0,6.0,0,3,0,1.0,2,24107.0,1,1,0
301704,49.0,1,1,24.0,2,1,2,4.0,2,3.0,1,2.0,1,3,0,1.0,4,34502.0,2,3,0
301705,30.0,1,1,22.0,2,1,3,4.0,0,3.0,2,3.0,0,3,0,1.0,1,21018.0,1,1,0
301706,42.0,1,1,13.0,3,1,3,4.0,0,5.0,3,4.0,1,4,1,2.0,1,23399.0,1,2,0
301707,49.0,1,1,14.0,2,0,2,3.0,3,4.0,1,5.0,0,4,0,1.0,3,22403.0,1,3,0
301708,51.0,0,1,29.0,3,1,3,6.0,4,3.0,2,3.0,1,1,1,2.0,0,33089.0,2,3,0
301709,27.0,1,1,7.0,3,1,4,4.0,0,5.0,3,2.0,0,5,1,3.0,1,21545.0,1,1,0
301710,44.0,1,1,10.0,2,1,3,1.0,2,5.0,1,2.0,0,5,1,2.0,4,34190.0,2,2,0
301711,31.0,1,1,15.0,2,1,2,4.0,0,4.0,2,1.0,1,3,1,0.0,1,17657.0,1,1,0
301712,20.0,1,1,10.0,1,1,2,3.0,0,5.0,2,2.0,0,3,1,0.0,1,17973.0,1,0,1
301713,52.0,1,1,14.0,3,1,3,5.0,1,3.0,1,4.0,0,3,1,2.0,2,24810.0,1,3,0
301714,30.0,1,3,10.0,3,0,4,4.0,1,3.0,1,3.0,0,1,0,1.0,2,24239.0,1,1,0
301715,31.0,1,1,9.0,2,0,3,6.0,1,3.0,3,4.0,0,1,1,1.0,2,24769.0,1,1,0
301716,35.0,1,1,14.0,2,1,2,2.0,0,3.0,0,2.0,0,5,1,1.0,1,17269.0,1,1,0
301717,25.0,1,3,25.0,3,1,2,4.0,0,4.0,0,2.0,1,2,0,0.0,1,17413.0,1,0,1
301718,40.0,1,3,22.0,3,1,4,4.0,4,5.0,2,2.0,0,1,1,3.0,0,32019.0,2,2,0
301719,46.0,1,1,6.0,3,1,3,3.0,3,5.0,1,1.0,0,2,0,0.0,3,24396.0,1,3,0
301720,32.0,0,1,7.0,2,0,4,2.0,3,4.0,3,3.0,0,3,1,3.0,3,26124.0,2,1,1
301721,39.0,1,1,12.0,3,1,3,3.0,0,5.0,0,1.0,1,2,1,1.0,1,17404.0,1,2,1
301722,26.0,0,2,23.0,2,0,2,3.0,0,3.0,1,1.0,1,5,0,1.0,1,17741.0,1,1,1
301723,36.0,0,3,18.0,3,1,3,4.0,1,3.0,1,3.0,0,5,1,2.0,2,23646.0,1,2,0
301724,25.0,1,1,28.0,1,1,3,5.0,0,5.0,1,2.0,0,3,0,1.0,1,20974.0,1,0,0
301725,41.0,0,1,18.0,1,0,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,25001.0,2,2,0
301726,37.0,1,3,12.0,3,1,3,3.0,1,3.0,1,5.0,0,3,1,0.0,2,21502.0,1,2,0
301727,37.0,1,1,25.0,2,1,3,3.0,0,4.0,0,5.0,0,4,1,1.0,1,18022.0,1,2,0
301728,23.0,0,3,15.0,3,1,2,3.0,0,5.0,1,2.0,0,5,1,0.0,1,16790.0,1,0,1
301729,28.0,0,1,12.0,2,1,2,4.0,0,3.0,1,2.0,1,4,1,0.0,1,17703.0,1,1,0
301730,26.0,1,1,9.0,3,1,4,2.0,0,5.0,3,2.0,0,1,0,2.0,1,22102.0,1,1,0
301731,25.0,1,3,10.0,2,0,4,4.0,1,3.0,3,2.0,0,1,1,2.0,2,23255.0,1,0,1
301732,37.0,1,1,20.0,2,0,3,3.0,0,5.0,1,2.0,0,4,1,1.0,1,18034.0,1,2,0
301733,51.0,0,3,19.0,3,0,4,4.0,3,3.0,3,6.0,0,5,0,1.0,3,27886.0,2,3,0
301734,54.0,0,1,7.0,2,0,2,3.0,3,3.0,1,1.0,0,5,0,1.0,3,25502.0,2,3,0
301735,32.0,1,1,31.0,3,0,4,5.0,1,5.0,3,3.0,0,5,1,1.0,2,25490.0,2,1,0
301736,38.0,1,1,15.0,2,0,3,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17288.0,1,2,0
301737,35.0,0,3,13.0,3,0,3,6.0,0,3.0,1,2.0,0,4,0,2.0,1,21029.0,1,1,1
301738,37.0,1,3,7.0,2,1,3,4.0,1,3.0,0,3.0,1,3,1,2.0,2,24879.0,1,2,0
301739,44.0,1,1,34.0,1,1,3,2.0,0,4.0,1,7.0,0,5,1,2.0,1,23554.0,1,2,0
301740,42.0,1,1,19.0,2,1,3,4.0,0,3.0,0,5.0,1,3,1,1.0,1,23444.0,1,2,0
301741,48.0,1,3,11.0,2,0,3,4.0,1,3.0,3,3.0,1,3,1,2.0,2,22841.0,1,3,0
301742,21.0,1,1,16.0,2,0,2,4.0,0,5.0,2,2.0,0,3,1,0.0,1,16416.0,1,0,1
301743,40.0,0,1,29.0,3,0,3,4.0,3,5.0,2,3.0,1,5,1,1.0,3,29558.0,2,2,0
301744,50.0,0,3,6.0,2,0,3,3.0,1,3.0,1,1.0,0,1,0,1.0,2,21347.0,1,3,0
301745,37.0,1,1,13.0,2,0,3,2.0,0,3.0,1,5.0,0,1,0,1.0,1,21716.0,1,2,0
301746,35.0,0,1,23.0,2,0,4,5.0,0,3.0,2,3.0,0,5,1,3.0,1,21231.0,1,1,0
301747,34.0,0,1,6.0,2,1,3,3.0,0,5.0,1,6.0,0,1,1,2.0,1,17996.0,1,1,0
301748,36.0,1,2,19.0,2,1,2,3.0,0,4.0,0,5.0,0,3,1,0.0,1,17143.0,1,2,0
301749,41.0,0,1,11.0,2,1,3,4.0,0,5.0,1,7.0,0,3,1,0.0,1,17107.0,1,2,1
301750,36.0,1,1,29.0,2,1,3,6.0,0,3.0,3,2.0,0,4,1,2.0,1,22908.0,1,2,0
301751,38.0,0,1,16.0,3,1,3,3.0,0,3.0,0,1.0,0,5,0,2.0,1,17684.0,1,2,0
301752,39.0,1,3,10.0,2,0,2,4.0,1,3.0,1,5.0,0,5,1,1.0,2,20902.0,1,2,0
301753,58.0,0,1,8.0,2,1,2,4.0,0,3.0,1,1.0,1,2,0,0.0,1,17380.0,1,4,1
301754,39.0,0,1,5.0,3,1,2,4.0,2,3.0,0,2.0,0,5,1,1.0,4,34272.0,2,2,0
301755,36.0,0,1,30.0,2,0,2,3.0,1,4.0,0,1.0,0,3,0,0.0,2,20674.0,1,2,0
301756,43.0,0,1,36.0,2,0,4,4.0,1,3.0,1,4.0,0,3,1,2.0,2,23234.0,1,2,0
301757,44.0,1,3,16.0,3,0,3,6.0,1,3.0,3,2.0,0,1,0,1.0,2,24024.0,1,2,1
301758,22.0,0,1,32.0,2,0,2,4.0,0,3.0,1,2.0,1,3,0,0.0,1,17814.0,1,0,0
301759,52.0,0,3,13.0,3,0,3,3.0,0,3.0,1,3.0,1,4,1,2.0,1,23446.0,1,3,1
301760,34.0,1,1,6.0,2,0,2,4.0,0,4.0,0,6.0,0,1,1,1.0,1,18294.0,1,1,0
301761,29.0,0,3,30.0,1,1,2,1.0,0,5.0,2,2.0,0,3,1,1.0,1,16091.0,1,1,1
301762,37.0,1,3,17.0,1,0,4,5.0,1,3.0,1,3.0,1,1,1,3.0,2,24351.0,1,2,0
301763,52.0,1,1,13.0,2,1,3,4.0,2,3.0,2,2.0,0,5,1,2.0,4,38215.0,3,3,0
301764,40.0,1,3,6.0,3,1,2,5.0,1,3.0,1,3.0,1,3,1,0.0,2,22457.0,1,2,0
301765,27.0,1,1,10.0,3,1,3,2.0,0,3.0,1,3.0,0,5,1,2.0,1,23098.0,1,1,0
301766,46.0,0,1,11.0,2,1,3,4.0,1,4.0,0,3.0,0,4,1,2.0,2,23125.0,1,3,0
301767,50.0,1,1,23.0,2,0,2,4.0,3,5.0,1,6.0,0,3,1,0.0,3,28269.0,2,3,0
301768,31.0,1,1,30.0,3,0,3,4.0,1,5.0,3,2.0,0,5,0,2.0,2,21812.0,1,1,0
301769,30.0,1,2,15.0,2,1,2,3.0,1,3.0,1,1.0,1,3,1,1.0,2,21347.0,1,1,0
301770,41.0,1,1,9.0,3,0,4,5.0,1,3.0,0,8.0,0,5,1,1.0,2,22126.0,1,2,0
301771,30.0,1,1,14.0,2,0,3,1.0,3,5.0,0,1.0,1,2,0,2.0,3,26416.0,2,1,0
301772,41.0,1,1,9.0,3,1,4,4.0,0,3.0,1,4.0,0,1,0,1.0,1,21023.0,1,2,0
301773,29.0,1,2,12.0,3,1,2,4.0,0,4.0,1,2.0,0,3,1,1.0,1,17804.0,1,1,0
301774,30.0,0,3,7.0,3,0,3,4.0,3,3.0,0,3.0,0,3,1,1.0,3,26596.0,2,1,0
301775,46.0,1,1,17.0,2,1,4,4.0,0,3.0,1,5.0,0,5,0,3.0,1,21332.0,1,3,0
301776,49.0,1,1,27.0,3,1,3,4.0,0,3.0,0,6.0,0,2,0,1.0,1,20937.0,1,3,0
301777,48.0,1,1,21.0,2,0,3,3.0,0,5.0,1,1.0,0,1,1,0.0,1,17367.0,1,3,0
301778,56.0,0,1,25.0,3,1,4,4.0,1,4.0,0,5.0,1,5,1,3.0,2,25063.0,2,4,0
301779,59.0,1,1,12.0,1,0,3,5.0,3,4.0,1,4.0,1,5,1,2.0,3,29230.0,2,4,0
301780,40.0,1,1,7.0,2,0,4,5.0,4,3.0,0,3.0,0,3,0,2.0,0,31420.0,2,2,0
301781,39.0,1,3,10.0,2,1,3,4.0,1,3.0,3,2.0,1,3,1,1.0,2,25539.0,2,2,0
301782,29.0,1,1,16.0,3,0,4,4.0,0,3.0,1,7.0,0,3,1,2.0,1,21055.0,1,1,0
301783,40.0,1,3,13.0,3,1,3,2.0,3,3.0,1,4.0,0,4,1,2.0,3,26915.0,2,2,0
301784,35.0,1,1,9.0,2,1,4,5.0,0,3.0,1,5.0,0,5,1,1.0,1,21446.0,1,1,0
301785,33.0,1,1,9.0,3,0,4,4.0,0,4.0,0,3.0,0,4,0,1.0,1,21048.0,1,1,0
301786,39.0,1,1,16.0,2,1,4,4.0,0,3.0,1,4.0,0,1,1,2.0,1,23449.0,1,2,0
301787,33.0,0,3,18.0,2,1,3,3.0,1,3.0,0,2.0,0,3,1,2.0,2,23385.0,1,1,1
301788,40.0,1,1,25.0,3,1,1,3.0,1,3.0,1,1.0,1,1,1,0.0,2,17741.0,1,2,0
301789,48.0,1,3,11.0,2,0,3,4.0,1,3.0,3,3.0,1,3,1,2.0,2,22841.0,1,3,0
301790,28.0,1,1,9.0,3,1,3,4.0,0,4.0,0,2.0,0,5,1,1.0,1,22146.0,1,1,0
301791,60.0,1,3,10.0,2,0,3,5.0,1,3.0,3,7.0,0,3,0,1.0,2,23849.0,1,4,0
301792,34.0,0,1,7.0,2,0,4,4.0,3,3.0,2,3.0,1,2,1,1.0,3,32136.0,2,1,0
301793,31.0,1,1,8.0,2,1,2,3.0,0,3.0,1,1.0,1,4,1,1.0,1,17695.0,1,1,0
301794,27.0,0,1,16.0,2,1,2,3.0,3,5.0,1,2.0,0,3,1,0.0,3,23793.0,1,1,0
301795,36.0,0,1,9.0,2,0,4,4.0,1,5.0,1,4.0,0,4,0,1.0,2,23771.0,1,2,0
301796,36.0,0,3,14.0,1,1,2,3.0,1,3.0,1,5.0,0,3,1,1.0,2,20079.0,1,2,0
301797,37.0,0,1,11.0,2,0,4,4.0,1,4.0,1,2.0,0,3,1,2.0,2,23809.0,1,2,0
301798,24.0,1,1,33.0,2,1,3,4.0,0,3.0,1,3.0,0,1,0,2.0,1,21582.0,1,0,0
301799,30.0,1,1,9.0,1,0,2,3.0,0,5.0,2,6.0,1,4,0,0.0,1,17657.0,1,1,1
301800,47.0,1,2,12.0,3,1,4,4.0,1,4.0,1,2.0,1,5,0,2.0,2,23699.0,1,3,0
301801,34.0,0,1,9.0,2,1,2,4.0,0,3.0,0,4.0,0,2,1,0.0,1,17979.0,1,1,0
301802,32.0,1,3,36.0,3,0,4,5.0,1,3.0,1,3.0,0,3,1,1.0,2,24146.0,1,1,0
301803,26.0,0,1,6.0,3,0,3,4.0,0,3.0,1,2.0,0,1,0,0.0,1,17007.0,1,1,0
301804,32.0,1,1,9.0,2,1,3,4.0,0,3.0,1,2.0,1,4,1,2.0,1,21373.0,1,1,0
301805,40.0,1,1,6.0,2,1,2,3.0,0,4.0,0,4.0,0,1,1,1.0,1,17387.0,1,2,0
301806,30.0,0,1,7.0,2,1,4,6.0,0,3.0,1,3.0,0,1,0,3.0,1,21398.0,1,1,0
301807,51.0,0,3,15.0,1,1,3,4.0,1,3.0,1,5.0,1,5,0,1.0,2,25474.0,2,3,1
301808,32.0,0,1,10.0,3,1,3,4.0,0,5.0,1,3.0,1,1,0,1.0,1,21743.0,1,1,0
301809,33.0,1,1,9.0,3,0,4,3.0,1,3.0,3,2.0,0,3,1,3.0,2,23733.0,1,1,0
301810,30.0,1,3,27.0,3,1,3,4.0,1,3.0,1,4.0,0,2,1,2.0,2,25609.0,2,1,0
301811,28.0,1,1,10.0,3,1,3,5.0,0,3.0,2,2.0,0,1,1,2.0,1,20723.0,1,1,0
301812,26.0,1,1,8.0,3,1,2,1.0,1,3.0,0,2.0,0,3,1,1.0,2,20472.0,1,1,0
301813,31.0,1,2,24.0,2,1,2,1.0,0,5.0,1,1.0,0,1,1,0.0,1,17956.0,1,1,1
301814,45.0,1,1,11.0,3,0,2,5.0,1,5.0,2,2.0,1,3,1,0.0,2,20769.0,1,2,0
301815,31.0,1,1,29.0,3,1,3,4.0,1,3.0,1,1.0,0,3,0,1.0,2,20582.0,1,1,0
301816,43.0,1,3,15.0,3,0,2,5.0,1,3.0,2,1.0,0,2,1,1.0,2,20346.0,1,2,1
301817,43.0,0,1,28.0,3,0,3,4.0,1,3.0,1,4.0,0,2,0,1.0,2,23943.0,1,2,0
301818,35.0,0,1,14.0,2,1,4,6.0,1,3.0,3,3.0,1,5,1,1.0,2,24752.0,1,1,1
301819,50.0,1,1,8.0,3,1,3,3.0,4,3.0,1,6.0,0,1,0,1.0,0,32639.0,2,3,0
301820,46.0,0,3,33.0,3,1,3,5.0,1,5.0,1,3.0,0,3,0,1.0,2,23063.0,1,3,0
301821,25.0,0,3,20.0,2,0,4,4.0,0,4.0,0,3.0,0,1,0,1.0,1,20711.0,1,0,0
301822,37.0,1,3,10.0,3,0,3,4.0,1,4.0,3,5.0,1,4,0,2.0,2,27956.0,2,2,0
301823,25.0,0,1,16.0,3,1,3,4.0,0,5.0,3,4.0,1,3,0,2.0,1,21850.0,1,0,1
301824,42.0,0,3,11.0,3,1,3,4.0,1,4.0,3,3.0,0,3,1,1.0,2,28033.0,2,2,1
301825,58.0,1,1,11.0,1,0,2,4.0,3,4.0,1,3.0,1,5,1,1.0,3,25552.0,2,4,0
301826,18.0,1,1,9.0,3,1,2,3.0,0,3.0,2,2.0,0,4,1,0.0,1,16420.0,1,0,1
301827,36.0,1,3,8.0,2,1,3,3.0,0,3.0,2,4.0,1,3,0,0.0,1,17644.0,1,2,0
301828,29.0,1,1,13.0,3,0,3,4.0,0,3.0,1,7.0,0,5,1,1.0,1,17532.0,1,1,0
301829,38.0,1,1,12.0,3,1,4,4.0,1,3.0,1,2.0,0,3,1,3.0,2,25025.0,2,2,0
301830,32.0,1,1,33.0,2,1,3,4.0,0,3.0,1,3.0,0,3,0,2.0,1,21589.0,1,1,0
301831,40.0,1,1,12.0,2,0,3,3.0,4,3.0,3,1.0,0,5,1,2.0,0,28237.0,2,2,0
301832,37.0,1,2,16.0,1,0,3,4.0,0,3.0,1,3.0,0,1,1,1.0,1,24088.0,1,2,1
301833,37.0,0,3,15.0,3,1,3,3.0,3,4.0,1,2.0,0,1,1,2.0,3,23834.0,1,2,0
301834,35.0,1,3,33.0,2,1,2,3.0,1,3.0,2,2.0,1,5,0,0.0,2,20813.0,1,1,1
301835,42.0,1,1,14.0,3,0,3,4.0,1,3.0,3,8.0,0,3,1,2.0,2,23681.0,1,2,0
301836,22.0,1,1,11.0,2,1,2,2.0,0,4.0,1,2.0,1,4,0,0.0,1,17328.0,1,0,0
301837,28.0,1,1,15.0,3,0,3,3.0,0,3.0,1,6.0,0,3,0,0.0,1,17377.0,1,1,0
301838,43.0,1,1,12.0,2,1,2,4.0,4,3.0,1,5.0,1,3,1,0.0,0,31627.0,2,2,0
301839,45.0,0,1,31.0,3,0,2,3.0,2,4.0,2,4.0,0,4,1,1.0,4,33061.0,2,2,0
301840,52.0,0,1,31.0,3,0,2,4.0,4,3.0,0,4.0,0,5,0,1.0,0,28826.0,2,3,0
301841,38.0,1,1,18.0,3,0,4,6.0,1,4.0,1,7.0,0,4,1,1.0,2,23455.0,1,2,1
301842,39.0,1,3,23.0,2,0,3,4.0,1,4.0,3,4.0,0,1,0,1.0,2,22876.0,1,2,0
301843,36.0,1,1,8.0,2,0,2,3.0,1,4.0,2,1.0,1,3,1,0.0,2,20410.0,1,2,0
301844,39.0,1,1,6.0,3,0,3,3.0,0,3.0,1,1.0,0,3,0,1.0,1,17232.0,1,2,0
301845,31.0,1,3,19.0,1,0,3,4.0,1,3.0,3,2.0,0,2,1,1.0,2,25255.0,2,1,0
301846,41.0,1,1,9.0,2,1,3,5.0,0,3.0,3,4.0,0,5,0,2.0,1,21487.0,1,2,0
301847,31.0,1,1,9.0,3,0,3,5.0,1,3.0,3,7.0,1,1,1,2.0,2,25555.0,2,1,0
301848,28.0,0,1,12.0,2,0,3,4.0,0,3.0,2,2.0,1,1,1,2.0,1,21057.0,1,1,0
301849,43.0,1,3,31.0,3,1,3,4.0,3,3.0,1,6.0,0,4,1,1.0,3,25798.0,2,2,0
301850,28.0,1,1,33.0,3,0,2,5.0,1,5.0,1,1.0,0,4,1,0.0,2,20208.0,1,1,0
301851,42.0,0,1,16.0,1,1,2,3.0,0,3.0,1,4.0,0,4,1,0.0,1,17936.0,1,2,0
301852,33.0,1,1,10.0,3,0,2,4.0,0,4.0,1,7.0,0,4,0,1.0,1,17622.0,1,1,0
301853,35.0,0,3,30.0,3,1,4,4.0,1,3.0,3,2.0,0,5,0,2.0,2,23246.0,1,1,0
301854,48.0,1,1,10.0,2,1,3,4.0,3,3.0,3,1.0,0,5,1,0.0,3,25999.0,2,3,0
301855,45.0,1,3,19.0,3,1,2,1.0,4,3.0,2,7.0,1,3,1,0.0,0,33824.0,2,2,1
301856,41.0,0,3,10.0,3,1,2,3.0,1,4.0,3,2.0,0,3,1,0.0,2,24355.0,1,2,1
301857,37.0,0,1,25.0,2,1,3,3.0,0,3.0,0,6.0,0,5,0,1.0,1,22366.0,1,2,0
301858,27.0,0,1,8.0,3,1,2,3.0,0,3.0,2,3.0,0,3,0,1.0,1,17580.0,1,1,0
301859,44.0,0,1,16.0,2,1,3,4.0,0,3.0,2,6.0,0,3,0,2.0,1,21116.0,1,2,0
301860,56.0,1,3,7.0,2,1,4,4.0,3,3.0,1,5.0,0,1,0,3.0,3,28917.0,2,4,0
301861,50.0,1,1,14.0,2,1,3,5.0,3,3.0,2,2.0,0,2,1,2.0,3,29643.0,2,3,0
301862,53.0,1,1,10.0,3,1,3,5.0,3,3.0,0,4.0,1,2,0,1.0,3,26647.0,2,3,0
301863,25.0,0,3,30.0,2,1,3,5.0,0,3.0,2,2.0,1,1,1,1.0,1,16118.0,1,0,1
301864,43.0,0,1,16.0,3,0,4,4.0,0,3.0,3,3.0,0,4,1,2.0,1,22351.0,1,2,0
301865,30.0,1,1,8.0,3,0,2,4.0,1,3.0,3,6.0,1,2,1,1.0,2,21877.0,1,1,0
301866,48.0,1,1,10.0,2,1,2,3.0,3,3.0,3,2.0,0,5,1,1.0,3,22898.0,1,3,0
301867,37.0,1,1,10.0,1,1,2,4.0,1,4.0,3,6.0,0,2,1,1.0,2,23163.0,1,2,0
301868,41.0,0,3,16.0,2,1,2,3.0,1,3.0,2,1.0,0,2,0,1.0,2,21230.0,1,2,0
301869,61.0,1,3,14.0,3,1,3,2.0,1,3.0,1,2.0,1,5,0,1.0,2,23898.0,1,4,0
301870,50.0,1,3,9.0,3,1,2,4.0,0,3.0,0,2.0,1,4,0,0.0,1,17683.0,1,3,1
301871,38.0,1,1,6.0,1,0,3,3.0,3,5.0,1,2.0,0,4,1,1.0,3,28582.0,2,2,0
301872,28.0,1,1,6.0,2,1,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,17044.0,1,1,0
301873,32.0,1,1,16.0,2,1,3,4.0,3,4.0,1,3.0,0,3,1,2.0,3,29326.0,2,1,0
301874,42.0,0,1,27.0,3,0,2,3.0,1,3.0,1,3.0,0,1,0,0.0,2,20265.0,1,2,0
301875,32.0,1,3,23.0,3,1,4,4.0,3,3.0,1,4.0,0,5,1,1.0,3,26839.0,2,1,1
301876,45.0,1,1,16.0,2,1,4,4.0,0,5.0,1,3.0,1,3,1,1.0,1,21237.0,1,2,0
301877,47.0,1,3,8.0,2,0,3,4.0,0,3.0,2,2.0,1,1,0,0.0,1,18294.0,1,3,0
301878,52.0,1,1,12.0,1,1,3,3.0,1,5.0,1,4.0,1,4,1,1.0,2,20577.0,1,3,0
301879,42.0,1,3,14.0,3,1,2,3.0,1,4.0,1,1.0,0,3,1,0.0,2,21825.0,1,2,0
301880,44.0,0,1,28.0,3,1,4,4.0,0,3.0,0,2.0,0,4,0,3.0,1,20936.0,1,2,0
301881,36.0,0,1,9.0,2,0,3,5.0,0,5.0,3,4.0,1,3,0,1.0,1,22184.0,1,2,1
301882,28.0,1,1,21.0,2,1,3,4.0,0,5.0,0,3.0,1,4,1,1.0,1,20913.0,1,1,0
301883,33.0,1,1,6.0,2,0,2,4.0,1,3.0,3,1.0,0,4,1,1.0,2,21949.0,1,1,0
301884,39.0,1,3,17.0,3,1,4,5.0,3,3.0,1,2.0,1,3,1,1.0,3,27418.0,2,2,0
301885,35.0,1,1,26.0,3,1,4,4.0,0,3.0,1,2.0,0,3,0,1.0,1,21339.0,1,1,0
301886,29.0,1,1,24.0,3,1,4,4.0,1,5.0,1,3.0,0,1,0,2.0,2,23236.0,1,1,0
301887,35.0,1,2,32.0,2,0,2,3.0,3,3.0,3,2.0,1,1,1,0.0,3,23837.0,1,1,0
301888,29.0,1,2,15.0,3,1,4,5.0,0,3.0,1,3.0,0,1,1,1.0,1,23614.0,1,1,0
301889,36.0,1,1,34.0,3,0,3,5.0,0,5.0,2,3.0,0,4,0,2.0,1,21237.0,1,2,0
301890,54.0,1,1,30.0,2,0,4,4.0,4,3.0,2,8.0,0,5,1,2.0,0,32953.0,2,3,0
301891,42.0,1,1,14.0,1,0,3,2.0,0,3.0,0,3.0,0,3,1,2.0,1,22054.0,1,2,0
301892,41.0,0,3,12.0,2,1,3,5.0,3,5.0,1,7.0,1,5,0,1.0,3,29153.0,2,2,0
301893,38.0,1,1,10.0,2,0,3,4.0,1,4.0,3,5.0,0,4,1,1.0,2,22785.0,1,2,0
301894,34.0,1,1,13.0,2,1,3,3.0,1,3.0,1,2.0,0,3,0,0.0,2,17585.0,1,1,1
301895,50.0,1,1,10.0,2,1,3,3.0,2,4.0,1,4.0,0,5,1,0.0,4,34144.0,2,3,0
301896,57.0,1,1,16.0,3,1,3,4.0,4,3.0,1,2.0,0,4,0,1.0,0,29781.0,2,4,0
301897,38.0,1,1,17.0,2,1,4,2.0,0,3.0,3,5.0,0,4,1,3.0,1,23358.0,1,2,0
301898,42.0,1,1,35.0,2,0,3,5.0,4,4.0,1,2.0,0,5,1,2.0,0,32248.0,2,2,0
301899,29.0,1,1,29.0,2,1,2,1.0,0,3.0,0,2.0,0,2,1,1.0,1,17700.0,1,1,0
301900,36.0,1,1,7.0,3,1,3,5.0,0,3.0,0,8.0,0,2,1,2.0,1,20936.0,1,2,0
301901,34.0,1,1,6.0,2,1,2,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17691.0,1,1,0
301902,34.0,0,3,23.0,2,0,3,4.0,1,3.0,1,3.0,1,1,0,1.0,2,24046.0,1,1,0
301903,38.0,1,1,7.0,2,1,3,5.0,1,3.0,1,3.0,0,5,1,2.0,2,24671.0,1,2,0
301904,44.0,1,2,6.0,3,1,3,4.0,3,5.0,1,1.0,0,4,1,0.0,3,25482.0,2,2,1
301905,45.0,1,1,34.0,1,1,3,3.0,0,3.0,1,5.0,0,3,1,2.0,1,17132.0,1,2,0
301906,35.0,1,1,22.0,2,1,3,3.0,3,3.0,0,5.0,1,2,0,1.0,3,22632.0,1,1,0
301907,38.0,0,3,16.0,1,0,2,3.0,1,3.0,2,2.0,1,3,0,1.0,2,20666.0,1,2,0
301908,51.0,1,1,35.0,3,1,4,3.0,0,3.0,0,3.0,1,2,1,3.0,1,21899.0,1,3,0
301909,42.0,1,2,8.0,1,1,2,3.0,0,3.0,1,1.0,1,4,1,0.0,1,17696.0,1,2,0
301910,43.0,0,1,6.0,2,0,2,3.0,1,3.0,1,5.0,0,1,1,1.0,2,20562.0,1,2,0
301911,58.0,0,1,6.0,2,1,2,5.0,1,3.0,1,3.0,1,2,1,1.0,2,20660.0,1,4,0
301912,19.0,0,1,16.0,3,0,3,4.0,0,4.0,2,2.0,1,5,1,1.0,1,16859.0,1,0,1
301913,32.0,1,1,12.0,2,1,2,3.0,0,3.0,2,4.0,0,2,0,1.0,1,18038.0,1,1,0
301914,18.0,0,1,11.0,2,1,3,3.0,0,3.0,2,2.0,0,1,0,1.0,1,16051.0,1,0,0
301915,49.0,1,3,9.0,3,1,3,3.0,1,4.0,0,5.0,0,3,1,1.0,2,26798.0,2,3,0
301916,29.0,1,1,8.0,2,1,3,3.0,0,4.0,0,1.0,0,4,0,0.0,1,17703.0,1,1,0
